Engine Size,Cylinders,Horsepower,Vehicle Weight,Acceleration,Model Year,Fuel Type,Transmission,Fuel Consumption
3.3,6,270.0,1716.0,3.5,2016,Diesel,Automatic,7.3
1.3,3,125.0,1461.0,7.2,2017,Petrol,Automatic,4.36
3.2,6,229.0,1683.0,3.9,2014,Diesel,Automatic,7.33
5.2,8,380.0,2323.0,3.5,2024,Hybrid,Automatic,10.45
1.5,4,124.0,1275.0,6.2,2015,Hybrid,Automatic,3.2
4.4,8,318.0,2270.0,4.1,2014,Petrol,Automatic,12.37
2.8,6,233.0,1734.0,5.5,2013,Hybrid,Automatic,5.3
3.9,6,276.0,1910.0,5.3,2021,Petrol,Automatic,9.18
2.2,4,182.0,1628.0,6.2,2023,Hybrid,Manual,3.2
1.7,4,120.0,1440.0,8.9,2020,Petrol,Automatic,3.34
1.7,4,176.0,1498.0,5.8,2012,Petrol,Automatic,6.51
1.3,4,102.0,1246.0,8.7,2013,Hybrid,Automatic,3.2
1.8,4,151.0,1285.0,5.5,2019,Petrol,Manual,4.48
4.0,6,308.0,2003.0,3.5,2018,Petrol,Automatic,10.85
5.0,12,408.0,2552.0,3.5,2023,Diesel,Automatic,12.07
4.7,8,372.0,2331.0,3.5,2012,Diesel,Manual,11.44
4.1,8,297.0,2138.0,4.0,2016,Diesel,Manual,9.92
1.5,3,148.0,1355.0,6.3,2021,Diesel,Automatic,3.2
2.3,4,175.0,1349.0,5.3,2017,Diesel,Manual,3.2
2.4,4,168.0,1789.0,6.8,2016,Petrol,Automatic,6.57
2.1,4,158.0,1488.0,6.5,2015,Petrol,Automatic,5.13
3.3,8,294.0,2088.0,5.1,2024,Petrol,Automatic,9.94
3.4,6,247.0,1782.0,4.8,2012,Plug-in Hybrid,Automatic,5.05
2.6,8,224.0,1915.0,6.5,2018,Diesel,Manual,6.25
2.6,6,211.0,1582.0,4.5,2020,Petrol,Automatic,6.95
4.7,8,331.0,2310.0,3.9,2017,Diesel,Automatic,11.73
4.6,8,385.0,2195.0,3.5,2014,Plug-in Hybrid,Manual,8.6
2.4,4,169.0,1566.0,7.3,2021,Petrol,Manual,5.47
5.1,8,393.0,2412.0,3.5,2015,Diesel,Automatic,13.44
5.3,8,392.0,2216.0,3.5,2021,Diesel,Automatic,11.91
2.5,4,166.0,1498.0,7.0,2016,Diesel,Automatic,4.4
2.6,8,239.0,1933.0,5.1,2023,Petrol,Manual,7.45
3.3,8,293.0,2256.0,4.4,2023,Hybrid,Manual,6.85
5.2,8,378.0,2329.0,3.5,2012,Plug-in Hybrid,Manual,9.31
4.9,8,389.0,2363.0,3.5,2016,Diesel,Automatic,12.01
1.5,3,139.0,1317.0,5.7,2012,Diesel,Automatic,4.7
2.8,6,244.0,2007.0,6.6,2020,Plug-in Hybrid,Automatic,3.3
3.5,6,255.0,1690.0,3.5,2018,Diesel,Automatic,6.52
3.3,6,232.0,1875.0,5.2,2014,Petrol,Automatic,9.98
1.9,4,140.0,1277.0,6.6,2020,Diesel,Manual,3.2
4.9,8,369.0,1991.0,3.5,2013,Diesel,Automatic,11.32
4.0,8,327.0,2166.0,3.7,2023,Petrol,Automatic,10.67
4.8,8,317.0,2291.0,4.8,2018,Diesel,Manual,11.14
4.9,12,413.0,2538.0,3.5,2020,Plug-in Hybrid,Automatic,9.99
4.4,8,341.0,2189.0,3.5,2017,Plug-in Hybrid,Manual,6.76
3.0,6,231.0,2182.0,7.0,2021,Diesel,Automatic,7.87
3.7,6,301.0,1905.0,3.5,2016,Petrol,Automatic,11.01
1.7,4,150.0,1497.0,7.0,2023,Plug-in Hybrid,Automatic,3.2
4.0,6,318.0,1912.0,3.5,2018,Hybrid,Automatic,8.21
1.8,4,143.0,1489.0,7.8,2017,Petrol,Manual,5.28
4.1,8,340.0,2119.0,3.5,2016,Plug-in Hybrid,Automatic,7.16
2.0,4,191.0,1441.0,5.0,2013,Hybrid,Automatic,3.57
1.5,4,157.0,1618.0,7.1,2019,Diesel,Automatic,4.07
1.7,4,120.0,1577.0,9.2,2024,Diesel,Automatic,3.2
1.0,3,86.0,1256.0,9.8,2018,Petrol,Manual,3.2
4.2,8,320.0,1889.0,3.5,2017,Petrol,Automatic,10.44
4.3,8,342.0,2141.0,3.5,2016,Petrol,Manual,12.26
3.3,6,267.0,2188.0,6.2,2016,Hybrid,Manual,6.47
1.7,6,149.0,1548.0,8.1,2020,Petrol,Automatic,5.0
1.4,4,126.0,1514.0,8.4,2012,Petrol,Manual,4.58
1.1,4,70.0,1501.0,11.0,2020,Petrol,Automatic,3.2
1.7,4,170.0,1462.0,6.3,2017,Diesel,Automatic,4.2
5.0,8,361.0,2209.0,3.5,2015,Plug-in Hybrid,Automatic,8.45
2.1,4,165.0,1216.0,4.1,2021,Petrol,Manual,4.84
2.6,6,209.0,1820.0,6.1,2018,Petrol,Manual,7.13
1.5,3,141.0,1232.0,5.9,2020,Diesel,Automatic,3.2
2.0,4,101.0,1511.0,9.0,2016,Diesel,Manual,3.49
3.3,6,253.0,1714.0,4.2,2016,Petrol,Automatic,8.8
3.7,6,273.0,1904.0,3.8,2019,Diesel,Automatic,9.21
2.1,4,154.0,1512.0,8.1,2018,Petrol,Automatic,5.77
1.3,4,154.0,1396.0,5.3,2024,Petrol,Manual,3.24
2.8,6,208.0,1640.0,4.7,2024,Diesel,Automatic,5.92
2.1,4,179.0,1652.0,6.4,2019,Petrol,Automatic,5.91
2.0,4,165.0,1418.0,6.5,2022,Plug-in Hybrid,Automatic,3.2
5.3,8,413.0,2163.0,3.5,2023,Petrol,Automatic,12.67
3.8,8,292.0,2081.0,4.2,2021,Diesel,Automatic,7.91
3.5,6,250.0,1904.0,4.0,2013,Diesel,Automatic,8.64
2.9,8,277.0,1951.0,3.5,2020,Petrol,Manual,8.02
2.9,8,264.0,2095.0,5.2,2014,Diesel,Automatic,8.4
3.4,6,228.0,1854.0,4.5,2017,Petrol,Automatic,9.19
4.1,8,311.0,2134.0,3.5,2017,Plug-in Hybrid,Automatic,6.72
4.2,8,335.0,2034.0,3.5,2013,Petrol,Manual,12.32
1.8,6,188.0,1692.0,5.6,2023,Petrol,Manual,4.88
3.3,6,240.0,1886.0,5.9,2024,Petrol,Automatic,7.93
2.9,8,197.0,1882.0,7.4,2018,Plug-in Hybrid,Manual,3.2
4.9,8,376.0,2063.0,3.5,2020,Diesel,Automatic,11.89
3.8,8,281.0,2267.0,4.6,2023,Diesel,Automatic,9.6
3.4,6,219.0,1735.0,3.7,2021,Petrol,Automatic,7.86
1.5,4,74.0,1329.0,9.9,2022,Diesel,Automatic,3.2
3.7,8,316.0,2119.0,3.8,2012,Petrol,Automatic,11.02
1.5,4,133.0,1256.0,6.3,2019,Hybrid,Manual,3.2
2.5,6,205.0,1541.0,4.8,2013,Petrol,Manual,6.68
1.6,4,164.0,1163.0,3.5,2012,Petrol,Manual,4.96
4.1,8,334.0,2235.0,3.8,2019,Petrol,Automatic,12.0
1.9,4,185.0,1407.0,4.3,2013,Diesel,Automatic,5.95
2.8,6,198.0,2125.0,7.5,2017,Diesel,Manual,5.91
5.0,8,370.0,2191.0,3.5,2017,Petrol,Automatic,12.53
1.9,4,120.0,1361.0,7.1,2016,Hybrid,Automatic,3.2
3.3,6,249.0,1796.0,3.5,2019,Diesel,Automatic,6.93
2.9,8,251.0,1961.0,5.5,2014,Diesel,Manual,7.49
1.1,3,109.0,1202.0,7.9,2024,Petrol,Automatic,3.2
4.6,8,350.0,2311.0,3.8,2021,Petrol,Automatic,12.54
1.3,3,120.0,1177.0,7.0,2015,Diesel,Manual,3.2
3.1,6,257.0,1662.0,3.5,2018,Petrol,Automatic,8.36
3.5,6,308.0,1684.0,3.5,2018,Petrol,Automatic,9.41
3.8,8,299.0,1827.0,3.5,2024,Hybrid,Automatic,6.09
4.1,12,351.0,2366.0,3.5,2023,Plug-in Hybrid,Automatic,7.45
2.1,6,192.0,1612.0,6.7,2019,Petrol,Manual,6.54
1.0,4,87.0,1234.0,9.6,2013,Petrol,Automatic,3.49
4.3,8,362.0,2333.0,3.8,2022,Diesel,Automatic,10.26
3.4,6,253.0,2029.0,5.5,2023,Petrol,Manual,9.03
4.8,8,349.0,2234.0,3.5,2013,Petrol,Manual,13.83
4.7,8,345.0,2041.0,3.5,2015,Petrol,Manual,12.07
4.8,8,374.0,2206.0,3.5,2024,Diesel,Automatic,11.04
3.2,6,245.0,1774.0,3.6,2021,Diesel,Automatic,7.53
2.5,4,173.0,1501.0,5.6,2024,Petrol,Manual,4.84
4.6,8,382.0,2154.0,3.5,2020,Petrol,Manual,11.71
3.0,6,220.0,1732.0,5.9,2021,Petrol,Automatic,7.41
1.8,4,148.0,1408.0,5.4,2023,Diesel,Automatic,3.86
4.8,8,373.0,2198.0,3.5,2020,Petrol,Automatic,12.84
5.0,8,338.0,2335.0,3.5,2024,Petrol,Manual,12.0
3.1,6,252.0,1871.0,3.6,2024,Hybrid,Automatic,5.29
1.3,4,98.0,1255.0,9.4,2015,Petrol,Automatic,3.2
2.7,6,237.0,1909.0,5.6,2020,Diesel,Automatic,6.65
4.6,8,330.0,2120.0,3.6,2014,Petrol,Manual,11.58
5.1,8,390.0,2134.0,3.5,2023,Petrol,Manual,11.7
1.9,4,175.0,1518.0,7.1,2016,Petrol,Automatic,6.23
1.3,3,125.0,1196.0,7.0,2021,Diesel,Manual,3.2
4.9,8,371.0,2331.0,3.5,2020,Hybrid,Manual,9.46
2.8,6,221.0,1486.0,3.6,2017,Hybrid,Automatic,4.04
3.4,8,271.0,2189.0,6.0,2014,Petrol,Automatic,9.89
5.4,8,422.0,2463.0,3.5,2021,Diesel,Automatic,13.2
1.3,4,106.0,1184.0,7.4,2020,Petrol,Manual,3.21
3.9,6,266.0,1795.0,3.5,2017,Petrol,Automatic,9.8
1.3,3,121.0,1495.0,7.2,2015,Hybrid,Automatic,3.2
2.7,6,205.0,1668.0,5.4,2015,Petrol,Manual,6.44
4.6,8,330.0,2138.0,3.5,2019,Petrol,Automatic,10.95
3.0,6,208.0,1538.0,4.4,2018,Petrol,Manual,8.2
5.5,8,389.0,2358.0,3.5,2012,Petrol,Automatic,14.85
3.5,6,263.0,1873.0,3.7,2017,Petrol,Automatic,9.68
2.4,4,185.0,1648.0,7.1,2019,Diesel,Manual,4.6
2.0,4,177.0,1322.0,3.6,2014,Petrol,Manual,5.16
2.6,6,226.0,1556.0,4.3,2020,Hybrid,Automatic,4.74
2.7,8,241.0,1950.0,5.6,2021,Hybrid,Manual,4.27
1.3,3,104.0,1415.0,8.0,2013,Petrol,Manual,4.45
2.7,6,231.0,1567.0,5.1,2017,Petrol,Automatic,7.59
3.1,8,292.0,2098.0,4.0,2023,Petrol,Manual,8.95
4.3,8,335.0,2189.0,3.5,2012,Diesel,Automatic,10.5
4.0,6,283.0,2121.0,3.6,2023,Petrol,Automatic,9.83
4.2,8,307.0,2158.0,3.7,2022,Diesel,Automatic,9.82
1.0,4,74.0,1007.0,8.9,2013,Petrol,Manual,3.2
2.0,4,171.0,1472.0,5.8,2024,Diesel,Manual,3.54
4.0,6,304.0,2117.0,3.6,2016,Petrol,Automatic,11.39
3.2,6,260.0,1739.0,3.7,2012,Petrol,Automatic,8.62
1.0,4,100.0,1263.0,8.3,2019,Plug-in Hybrid,Automatic,3.2
4.6,8,377.0,2217.0,3.5,2012,Hybrid,Automatic,10.1
4.5,8,334.0,1872.0,3.5,2024,Petrol,Manual,10.87
3.5,8,308.0,2241.0,3.5,2020,Hybrid,Manual,6.48
1.3,4,119.0,1256.0,7.6,2021,Diesel,Automatic,3.2
4.4,12,374.0,2543.0,3.5,2022,Hybrid,Manual,9.69
3.6,6,282.0,1908.0,3.5,2014,Hybrid,Automatic,6.79
4.5,12,400.0,2651.0,4.0,2023,Petrol,Manual,12.43
4.4,8,345.0,2251.0,3.5,2013,Petrol,Manual,11.84
4.6,8,351.0,2210.0,3.5,2012,Petrol,Automatic,13.33
3.3,8,277.0,1897.0,3.5,2020,Diesel,Automatic,8.13
1.6,4,184.0,1514.0,6.4,2015,Diesel,Manual,4.77
4.0,6,316.0,1765.0,3.5,2023,Petrol,Automatic,9.92
3.8,6,295.0,2032.0,3.5,2012,Petrol,Automatic,11.51
4.3,8,335.0,2052.0,3.5,2012,Hybrid,Automatic,9.73
1.8,4,167.0,1604.0,6.4,2018,Plug-in Hybrid,Automatic,3.2
1.9,4,163.0,1491.0,5.8,2013,Diesel,Automatic,4.67
5.0,8,372.0,2387.0,3.5,2018,Petrol,Manual,12.78
4.4,8,332.0,2212.0,3.5,2023,Petrol,Manual,11.09
5.1,8,375.0,2118.0,3.5,2018,Petrol,Automatic,13.24
4.4,8,275.0,2099.0,3.5,2021,Plug-in Hybrid,Manual,5.89
3.7,6,280.0,2017.0,4.1,2020,Petrol,Automatic,10.3
3.9,6,277.0,1992.0,4.4,2024,Diesel,Manual,8.15
5.0,8,403.0,2452.0,3.5,2018,Petrol,Manual,12.86
3.6,6,270.0,1966.0,5.0,2024,Diesel,Automatic,8.05
3.8,6,257.0,1838.0,4.0,2012,Diesel,Manual,8.7
1.7,4,141.0,1340.0,6.5,2023,Hybrid,Automatic,3.2
3.1,6,222.0,1840.0,5.8,2024,Petrol,Automatic,7.81
4.2,12,384.0,2168.0,3.5,2019,Petrol,Manual,11.35
2.2,4,175.0,1727.0,6.7,2019,Petrol,Automatic,6.54
1.9,4,172.0,1525.0,6.4,2015,Plug-in Hybrid,Automatic,3.2
2.4,4,164.0,1709.0,6.9,2024,Hybrid,Automatic,3.2
2.1,4,164.0,1318.0,4.8,2019,Diesel,Manual,3.83
2.0,6,155.0,1779.0,7.6,2015,Diesel,Automatic,4.86
2.9,6,246.0,2060.0,6.4,2019,Diesel,Automatic,7.56
5.1,8,387.0,2169.0,3.5,2016,Petrol,Manual,13.34
3.3,8,287.0,2097.0,4.5,2015,Plug-in Hybrid,Manual,5.24
1.8,4,147.0,1454.0,6.9,2017,Petrol,Automatic,4.91
1.3,4,128.0,1179.0,5.3,2013,Petrol,Automatic,3.82
4.1,8,354.0,2207.0,3.5,2023,Diesel,Automatic,9.57
2.7,6,215.0,1856.0,6.1,2013,Petrol,Automatic,8.18
4.7,12,405.0,2464.0,3.5,2013,Petrol,Automatic,13.37
4.0,8,294.0,2270.0,3.5,2020,Diesel,Manual,9.87
4.6,8,332.0,2038.0,3.5,2021,Petrol,Manual,11.26
2.2,4,171.0,1347.0,4.5,2014,Diesel,Automatic,4.98
4.1,12,392.0,2444.0,3.5,2021,Petrol,Automatic,12.33
2.2,4,164.0,1529.0,6.9,2015,Petrol,Manual,6.03
5.2,8,377.0,2260.0,3.5,2021,Petrol,Automatic,13.34
3.9,8,302.0,2209.0,4.6,2023,Petrol,Manual,10.49
2.5,4,175.0,1644.0,6.3,2019,Diesel,Automatic,5.16
2.2,4,175.0,1629.0,5.2,2015,Petrol,Automatic,6.8
1.9,4,123.0,1457.0,8.9,2022,Diesel,Manual,3.2
4.1,12,395.0,2500.0,3.5,2021,Diesel,Automatic,11.07
2.0,4,145.0,1437.0,6.4,2021,Diesel,Manual,3.83
3.7,6,290.0,2182.0,4.3,2024,Plug-in Hybrid,Automatic,6.2
2.2,4,144.0,1428.0,7.1,2018,Diesel,Automatic,4.31
4.0,8,329.0,2383.0,4.1,2016,Petrol,Manual,11.24
4.7,8,368.0,2260.0,3.5,2020,Petrol,Automatic,12.74
4.5,8,351.0,2055.0,3.5,2015,Petrol,Manual,11.98
4.4,8,318.0,2366.0,4.0,2014,Diesel,Automatic,10.76
1.8,4,152.0,1469.0,6.7,2024,Petrol,Automatic,4.85
1.4,4,101.0,1484.0,10.5,2013,Diesel,Manual,3.2
4.1,8,316.0,2295.0,4.1,2012,Diesel,Automatic,11.19
2.7,8,265.0,1937.0,4.9,2022,Petrol,Automatic,8.43
2.9,6,247.0,1721.0,3.8,2017,Hybrid,Automatic,5.68
1.1,4,109.0,1445.0,8.6,2021,Petrol,Automatic,3.47
2.2,4,150.0,1526.0,7.0,2013,Petrol,Automatic,5.35
1.2,4,127.0,1428.0,7.7,2019,Diesel,Manual,3.2
5.0,12,419.0,2332.0,3.5,2017,Diesel,Manual,11.95
2.1,4,117.0,1562.0,9.7,2023,Diesel,Manual,3.53
3.5,6,280.0,1823.0,3.5,2023,Petrol,Manual,9.02
1.2,4,114.0,1544.0,9.7,2016,Petrol,Manual,4.61
4.0,8,340.0,2205.0,3.5,2024,Hybrid,Manual,7.75
2.5,4,164.0,1609.0,6.6,2013,Hybrid,Automatic,4.11
5.0,8,307.0,2368.0,4.3,2018,Diesel,Manual,11.65
5.0,8,377.0,2190.0,3.5,2013,Petrol,Manual,13.03
2.5,4,191.0,1775.0,6.2,2024,Diesel,Automatic,4.81
5.1,8,343.0,2567.0,4.9,2016,Petrol,Automatic,13.81
5.5,8,379.0,2447.0,3.5,2013,Petrol,Automatic,15.17
4.7,8,410.0,2447.0,3.5,2022,Plug-in Hybrid,Automatic,8.3
4.8,8,354.0,2206.0,3.5,2021,Petrol,Manual,12.2
2.1,4,178.0,1412.0,3.8,2022,Plug-in Hybrid,Automatic,3.2
3.6,6,257.0,1923.0,5.7,2022,Petrol,Automatic,9.21
1.3,3,70.0,1346.0,10.4,2013,Petrol,Manual,3.42
1.4,4,122.0,1335.0,6.4,2018,Diesel,Automatic,3.2
5.5,12,441.0,2745.0,3.5,2020,Hybrid,Automatic,12.19
2.5,4,178.0,1617.0,6.3,2016,Diesel,Automatic,5.4
4.4,8,336.0,2082.0,3.5,2018,Hybrid,Manual,8.5
4.6,12,402.0,2580.0,3.5,2015,Diesel,Manual,11.84
4.9,12,410.0,2676.0,3.5,2013,Diesel,Automatic,13.13
5.5,8,373.0,2421.0,3.5,2014,Hybrid,Manual,11.02
2.1,6,197.0,1786.0,6.5,2013,Petrol,Automatic,7.44
1.2,3,70.0,1130.0,9.8,2016,Diesel,Manual,3.2
2.9,6,190.0,1848.0,7.9,2017,Petrol,Manual,7.22
1.6,4,151.0,1278.0,4.8,2018,Plug-in Hybrid,Manual,3.2
1.1,4,119.0,1194.0,7.1,2014,Plug-in Hybrid,Automatic,3.2
2.6,6,214.0,1662.0,4.9,2015,Petrol,Manual,7.1
4.5,8,316.0,2107.0,3.7,2019,Diesel,Manual,9.97
3.5,6,250.0,1834.0,3.8,2015,Plug-in Hybrid,Automatic,5.2
2.4,6,199.0,1676.0,4.5,2018,Petrol,Manual,7.19
3.9,8,279.0,2212.0,5.1,2023,Diesel,Automatic,9.05
2.0,4,143.0,1451.0,7.3,2017,Plug-in Hybrid,Manual,3.2
1.1,4,122.0,1138.0,7.4,2018,Petrol,Automatic,3.2
4.4,12,415.0,2619.0,3.5,2012,Diesel,Manual,12.4
3.8,8,297.0,1994.0,4.0,2014,Petrol,Automatic,10.79
4.4,8,353.0,2195.0,3.9,2017,Plug-in Hybrid,Automatic,7.33
1.2,4,76.0,1400.0,10.2,2014,Plug-in Hybrid,Automatic,3.2
4.8,12,421.0,2578.0,3.5,2018,Plug-in Hybrid,Automatic,9.97
3.8,6,265.0,2085.0,4.7,2020,Diesel,Automatic,7.98
3.5,6,271.0,1957.0,4.1,2014,Hybrid,Automatic,7.42
3.8,6,276.0,1851.0,3.7,2012,Hybrid,Automatic,7.65
4.9,8,392.0,2553.0,3.5,2021,Petrol,Automatic,14.08
3.6,6,253.0,1941.0,5.7,2024,Hybrid,Automatic,5.21
3.6,6,283.0,1900.0,3.5,2017,Petrol,Manual,10.62
5.5,8,393.0,2516.0,3.5,2023,Diesel,Automatic,12.2
4.4,12,383.0,2512.0,3.7,2012,Petrol,Manual,13.47
3.0,8,257.0,1998.0,3.5,2012,Petrol,Manual,9.27
4.2,8,310.0,2465.0,4.9,2019,Petrol,Manual,11.32
2.8,8,250.0,1881.0,6.4,2020,Diesel,Automatic,5.9
2.0,4,157.0,1452.0,6.4,2013,Petrol,Manual,6.25
3.7,6,280.0,1950.0,3.5,2020,Diesel,Automatic,8.48
5.2,8,384.0,2475.0,3.5,2016,Petrol,Automatic,14.03
5.2,12,446.0,2445.0,3.5,2024,Petrol,Automatic,14.75
2.5,6,228.0,1484.0,3.5,2019,Diesel,Manual,5.9
3.4,6,238.0,1812.0,5.0,2018,Hybrid,Automatic,5.69
2.0,6,199.0,1434.0,3.5,2018,Petrol,Automatic,6.08
5.5,8,375.0,2349.0,3.5,2015,Diesel,Manual,12.61
5.4,8,405.0,2442.0,3.5,2013,Hybrid,Manual,11.83
3.9,8,323.0,2005.0,3.5,2016,Diesel,Automatic,10.48
4.6,8,311.0,2067.0,3.5,2022,Petrol,Automatic,10.58
4.2,8,329.0,2174.0,3.9,2022,Petrol,Manual,11.14
3.7,8,290.0,2180.0,4.4,2014,Hybrid,Automatic,8.52
1.2,3,87.0,1073.0,8.6,2020,Petrol,Automatic,3.2
3.0,6,264.0,1908.0,3.6,2017,Hybrid,Automatic,6.15
4.0,8,303.0,2228.0,3.7,2012,Diesel,Manual,9.47
4.0,6,276.0,2104.0,5.1,2014,Plug-in Hybrid,Manual,5.98
2.7,8,246.0,2042.0,5.2,2023,Hybrid,Manual,5.02
5.2,8,396.0,2610.0,3.5,2015,Plug-in Hybrid,Manual,10.6
1.8,4,144.0,1411.0,6.5,2020,Petrol,Automatic,5.68
3.3,8,301.0,2017.0,3.7,2022,Hybrid,Automatic,6.21
4.1,8,332.0,2098.0,3.5,2017,Petrol,Automatic,12.12
4.1,8,278.0,2148.0,4.7,2015,Diesel,Automatic,8.93
3.9,8,300.0,2296.0,4.7,2012,Diesel,Automatic,10.14
2.2,4,158.0,1365.0,4.7,2019,Hybrid,Manual,3.2
1.7,4,151.0,1333.0,5.1,2022,Plug-in Hybrid,Automatic,3.2
3.9,6,234.0,2137.0,6.5,2013,Hybrid,Manual,7.25
3.7,8,350.0,2198.0,3.5,2022,Petrol,Automatic,11.04
1.8,6,182.0,1550.0,6.3,2022,Petrol,Automatic,5.29
4.2,8,330.0,2269.0,4.2,2019,Diesel,Automatic,10.73
3.0,6,261.0,1851.0,4.4,2017,Petrol,Automatic,9.22
4.0,8,363.0,2310.0,3.8,2019,Petrol,Manual,11.35
4.8,8,377.0,2283.0,3.5,2017,Petrol,Automatic,13.43
1.8,4,166.0,1577.0,7.0,2016,Petrol,Automatic,6.72
1.1,3,99.0,1575.0,9.4,2016,Petrol,Automatic,3.74
4.5,12,389.0,2572.0,4.6,2021,Petrol,Automatic,13.64
3.7,8,290.0,2082.0,5.2,2021,Petrol,Automatic,9.68
4.1,8,305.0,2235.0,4.3,2022,Petrol,Manual,11.23
4.8,8,346.0,2230.0,3.5,2019,Plug-in Hybrid,Manual,7.49
4.6,12,370.0,2800.0,5.4,2018,Petrol,Automatic,13.91
5.3,8,386.0,2386.0,3.5,2019,Petrol,Manual,13.47
3.4,8,249.0,1989.0,4.7,2023,Diesel,Automatic,6.8
3.2,6,252.0,1746.0,4.2,2019,Petrol,Automatic,9.52
2.8,6,225.0,1906.0,5.7,2018,Plug-in Hybrid,Automatic,3.4
1.7,4,144.0,1540.0,7.6,2013,Hybrid,Automatic,3.2
3.6,6,260.0,1858.0,3.5,2022,Petrol,Automatic,8.98
2.2,6,255.0,1735.0,3.5,2020,Petrol,Automatic,8.67
5.1,8,404.0,2147.0,3.5,2024,Hybrid,Automatic,9.1
3.6,8,269.0,2080.0,5.3,2018,Plug-in Hybrid,Automatic,5.63
3.7,6,280.0,1990.0,3.8,2023,Diesel,Automatic,7.84
2.6,6,203.0,1943.0,7.5,2022,Diesel,Manual,5.05
1.2,3,82.0,1184.0,8.9,2017,Petrol,Automatic,3.2
1.1,4,82.0,1175.0,8.6,2020,Plug-in Hybrid,Automatic,3.2
2.9,8,264.0,1825.0,3.6,2024,Petrol,Automatic,8.12
1.4,3,99.0,1152.0,8.0,2012,Plug-in Hybrid,Automatic,3.2
3.7,6,295.0,2096.0,4.4,2022,Diesel,Automatic,9.1
5.0,8,391.0,2496.0,3.5,2013,Diesel,Automatic,13.38
5.0,8,398.0,2348.0,3.5,2024,Diesel,Automatic,11.72
4.0,6,275.0,2137.0,6.0,2012,Petrol,Automatic,11.59
2.0,6,192.0,1646.0,5.7,2021,Petrol,Automatic,5.96
4.9,8,378.0,2281.0,3.5,2023,Petrol,Automatic,12.71
5.0,8,362.0,2270.0,3.5,2014,Petrol,Automatic,13.28
1.9,4,137.0,1435.0,8.0,2022,Hybrid,Automatic,3.2
4.3,12,413.0,2278.0,3.5,2016,Petrol,Automatic,12.93
2.3,4,179.0,1576.0,6.5,2012,Petrol,Manual,6.67
4.6,8,362.0,2233.0,3.5,2015,Plug-in Hybrid,Automatic,8.37
5.5,8,382.0,2489.0,3.5,2024,Hybrid,Automatic,10.95
1.1,4,84.0,1339.0,9.4,2019,Plug-in Hybrid,Automatic,3.2
5.0,8,360.0,2290.0,3.5,2017,Plug-in Hybrid,Manual,8.32
3.8,6,279.0,1849.0,3.5,2024,Petrol,Automatic,8.99
5.4,8,372.0,2391.0,3.5,2012,Petrol,Automatic,14.35
3.1,6,242.0,1917.0,4.8,2023,Hybrid,Automatic,5.41
4.8,12,374.0,2417.0,3.5,2012,Diesel,Automatic,12.94
1.3,4,97.0,1374.0,8.6,2014,Petrol,Automatic,4.17
2.5,4,199.0,1608.0,4.8,2021,Hybrid,Automatic,3.4
1.3,4,132.0,1278.0,7.4,2019,Petrol,Manual,3.88
5.4,8,385.0,2311.0,3.5,2022,Petrol,Automatic,13.65
4.7,8,334.0,2284.0,3.5,2022,Diesel,Manual,10.46
4.8,8,339.0,2138.0,3.5,2019,Diesel,Manual,10.94
5.2,8,375.0,2388.0,3.5,2024,Diesel,Automatic,12.2
1.4,4,138.0,1275.0,6.7,2014,Petrol,Automatic,4.48
2.7,8,263.0,2024.0,3.5,2018,Hybrid,Automatic,5.75
1.3,4,110.0,1645.0,10.1,2023,Petrol,Automatic,3.69
1.9,6,153.0,1509.0,7.8,2014,Petrol,Automatic,5.94
2.0,4,163.0,1554.0,6.0,2015,Hybrid,Manual,3.2
3.1,6,226.0,1741.0,4.2,2020,Plug-in Hybrid,Manual,3.2
2.2,4,159.0,1651.0,7.0,2024,Hybrid,Automatic,3.2
1.5,4,157.0,1248.0,4.6,2015,Hybrid,Automatic,3.2
1.8,4,164.0,1512.0,6.5,2014,Diesel,Manual,4.06
1.7,4,145.0,1331.0,5.2,2016,Diesel,Manual,3.93
5.4,12,416.0,2637.0,3.5,2018,Petrol,Manual,14.84
4.4,12,390.0,2358.0,3.5,2016,Petrol,Automatic,11.27
5.4,8,414.0,2481.0,3.5,2015,Petrol,Automatic,14.6
3.0,6,229.0,1710.0,5.2,2019,Petrol,Automatic,8.26
2.3,4,202.0,1610.0,5.3,2015,Diesel,Automatic,5.24
4.6,8,375.0,2197.0,3.5,2013,Diesel,Automatic,11.48
2.5,4,219.0,1566.0,4.4,2021,Petrol,Automatic,7.48
2.3,6,205.0,1702.0,5.4,2024,Petrol,Manual,5.88
2.0,4,170.0,1399.0,5.1,2017,Diesel,Automatic,5.23
1.6,4,164.0,1443.0,6.1,2013,Petrol,Automatic,5.35
2.2,4,178.0,1710.0,7.0,2014,Hybrid,Automatic,4.59
2.6,6,205.0,1645.0,5.6,2012,Diesel,Automatic,6.48
4.0,6,283.0,2131.0,5.2,2016,Diesel,Automatic,9.11
1.3,4,124.0,1544.0,8.7,2020,Diesel,Automatic,3.4
1.9,4,127.0,1374.0,6.7,2013,Hybrid,Manual,3.2
4.6,8,346.0,2063.0,3.5,2023,Petrol,Automatic,11.1
1.7,4,163.0,1472.0,8.0,2018,Diesel,Automatic,3.89
2.5,6,166.0,1654.0,7.4,2016,Diesel,Automatic,5.39
4.9,8,396.0,2516.0,4.1,2013,Petrol,Manual,13.93
